date,priority,headline,time_ago,link,title,address,clean_address,latlng,case,content
2019-01-16 07:29:00,Advisory,Timely Warning ,Entered: 6 months ago,/alert/7047814/,Attempted Robbery,Grinnell Path,"Grinnell Pathway, Berkeley, CA 94720, USA","(37.8708016, -122.2643656)",UCPD Case #19-00099,"['On January 15th at approximately 8:30 PM, an attempted strong arm robbery occurred on Grinnell Path. The victim, a female student, was walking alone talking on her cell phone when she was approached by a male suspect. The suspect demanded her cell phone and threatened to hurt the victim if she did not provide it. There were two associates nearby who were in the company of the suspect. The victim was able to walk away and no property was taken. The victim was not injured during the incident.', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', '- Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', '- Travel with a friend or in a group', '- Be alert and aware of your surroundings', '- When out and about, keep your electronic devices out of public view as they are a popular robbery target', '- If you need help, dial 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column)', '- If a motor vehicle is involved in a crime, report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'In this case a report was made to a Campus Security Authority who is required under the Federal Clery Act to report it to the campus Clery Compliance Officer. UCPD is in turn required to alert our community of the crime. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-12-12 09:02:00,Community, Safety Reminders ,"Entered: 7 months, 1 week ago",/alert/6986794/,Be alert and aware of your surroundings.,Travel with a friend or in a group.,"1700 Fourth St, Berkeley, CA 94710, USA","(37.8715824, -122.3016114)",False,"['As we approach the end of the semester, I and my fellow officers from the UC Police Department (UCPD) would like to remind our community members to maintain a focus on personal safety when out and about near campus. It is an unfortunate reality that theft, auto burglary, and street robbery continue to be commonplace in Berkeley. This is also a time of year when the occurrence of theft increases. We are deeply committed to campus safety.', 'In addition to patrolling University properties, UCPD officers conduct enforcement activities on city streets near campus. These efforts resulted in the arrest of two robbery suspects and the recovery of property that was taken in a robbery that same evening. Another recent enforcement stop by a UCPD officer resulted in an arrest for possession of a loaded firearm.', 'UCPD has afull-time sergeant assigned to the campus housing units who works with housing staff (Residential Directors, Residential Advisors, Security Coordinators, and Security Monitors).Additionally, each housing unit is paired with a police officer through our Residential Security Liaison program.Through these partnerships, UCPD attends meetings, builds networking relationships and shares information through safety presentations and written materials.UCPD student officers also regularly monitor the housing units.', 'UCPD would like to remind the campus community of the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'If you sense danger, be sure to:\t', 'Move away from the threat. Cross the street and increase your pace.', 'Join a group of people or enter an open business establishment.', 'If you need help, dial 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target.', 'Do not leave valuable items visible in your car.', 'Place any property in your trunk before arriving at your destination. Burglars sometimes watch people while they park, and target vehicles that may have items in their trunks.', 'Avoid parking next to occupied vehicles.', 'Sincerely,', 'Margo Bennett', 'Chief, UCPD']"
2018-12-11 11:19:00,Community,Crime Advisory ,"Entered: 7 months, 1 week ago",/alert/6984974/,Robbery,Le Roy and Le Conte,"Le Roy Ave & Le Conte Ave, Berkeley, CA 94709, USA","(37.8772049, -122.2586925)",BPD Case # 18-68400,"['City of Berkeley Police Department Jurisdiction', 'On December 10th at approximately 10:11 PM, a female student was walking near the intersection of Le Roy Ave and Le Conte Ave when a car stopped in the middle of the intersection next to her. Two male suspects got out of the car and approached her. When one of the suspects tried to grab onto the woman, the woman dropped her backpack and ran away. Both suspects got back into the car and fled the scene northbound. BPD units searched the area but were unable to locate the suspects or suspect’s car.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-24 05:38:00,Advisory,Timely Warning ,"Entered: 7 months, 4 weeks ago",/alert/6945826/,Strong Arm Robberies,Bancroft Way at Telegraph Ave,"Telegraph Ave & Bancroft Way, Berkeley, CA 94720, USA","(37.8687232, -122.2592109)",BPD Case #18-65206,"['City of Berkeley Police Department Jurisdiction', 'On 11/23/18 at about 7:30 PM, an unknown affiliated person was the victim of a strong arm robbery. The three male suspects stole the victim’s shoulder bag and two shopping bags and fled N/B through UC Berkeley campus, on to Upper Sproul Plaza, then W/B through Lower Plaza, W/B on Grinnell Path out onto Center St.', 'The victim’s property was recovered on Lower Sproul Plaza. The three suspects were later arrested in San Francisco.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-20 08:01:00,Community,UCPD Community Advisory  ,Entered: 8 months ago,/alert/6938128/,US Federal Trade Commission (FTC), – Scam alerts,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['Community Advisory: Government impersonation telephone scam', 'Please be aware of a common government impersonation telephone scam that has targeted members of the campus community. Reporting these types of scams to authorities may help direct resources to combating the problem, but you should also know it can be difficult to identify and hold accountable the suspects in any specific incident. Recognizing and avoiding these schemes may be the most effective way to fight this kind of crime.', 'In this type of scam, the suspect typically makes contact by telephone or e-mail and pretends to be a police officer, federal agent or some other government official. The suspect claims the victim has an arrest warrant, unpaid taxes or some other legal liability that must be paid immediately. In some cases, the suspect has personal information about the victim (likely from an old Internet data breach) and even “spoofs” their caller ID or e-mail to make it appear they are legitimate. The suspect then demands immediate payment from the victim, often in the form of wire transfers, pre-paid debit cards, cryptocurrency or some other unusual method. The suspect will likely continue to make threats and demands for money until the victim stops cooperating.', 'Federal, state and local government officials do not demand immediate payment by telephone or e-mail to prevent imminent arrest or collect taxes. If you actually owe taxes or face some other legal liability, the government must follow a routine procedure which allows you an opportunity to review and appeal the claim. In the case of criminal charges or a warrant, law enforcement agencies do not accept payment to prevent arrest – a court hearing is required.', 'If you are targeted by this type of scam, do not make any payments or provide any personal information to the suspect. End the communication. You might want to try to verify the caller’s claims, but find the government agency contact information yourself rather than relying on what the caller might provide. Preserve any information about the caller that you might have (messages, identifying information) in case you decide to file a police report. For more information about these types of scams, visit:', 'https://www.consumer.ftc.gov/features/scam-alerts', 'US Internal Revenue Service (IRS)', ' – Information on tax scams and consumer alerts', 'https://www.irs.gov/newsroom/tax-scamsconsumer-alerts', 'US Citizenship and Immigration Services (USCIS)', ' – Immigration scams', 'https://www.uscis.gov/avoid-scams', 'If you have concerns about possible identity theft:', 'US Federal Trade Commission (FTC)', ' – Identity theft reporting and recovery', 'https://www.identitytheft.gov/', 'California Office of the Attorney General', ' ', '(OAG)', ' – Privacy enforcement and protection', 'https://oag.ca.gov/privacy', 'To make a police report, contact your local law enforcement agency, or UCPD if the scam occurred on University property.', 'University Police (UCPD)', 'https://police.berkeley.edu', '1 Sproul Hall, (510) 642-6760 (in an emergency dial 911)', 'Criminal investigations and law enforcement']"
2018-11-20 07:53:00,Community,UCPD Community Advisory  ,Entered: 8 months ago,/alert/6938118/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['Community Advisory: Photo/video privacy extortion scams', 'Please be aware of some Internet-based photo/video privacy extortion scams that have affected members of the campus community. Reporting these types of scams to authorities may help direct resources to combating the problem, but you should also know it can be difficult to identify and hold accountable the suspects in any specific incident. Recognizing and avoiding these schemes may be the most effective way to fight this kind of crime.', 'In one type of scam, the suspect uses social media, a dating website or a messaging app to find potential victims and gather their personal information. The suspect initiates a conversation that leads to a request to share nude or sexually explicit photos or video (the suspect might also participate, and often asks for the victim’s face to be visible). The suspect saves any images the victim shares and then demands money by threatening to send the images to the victim’s contacts.', 'A similar scam - usually a hoax - involves an email from someone claiming to have accessed your computer remotely and captured images of you while you were visiting a pornographic website. The suspect might even include a password or other personal information of yours (likely from an old data breach) to convince you the threat is real. The suspect threatens to share the alleged images with others if you do not pay.', 'To help avoid these scams, try keep your social media contact lists and personal information settings as private as possible, and carefully evaluate unexpected social media requests and messages. It’s a good idea to use strong passwords (with two-step verification if available), updating them frequently and using different passwords for different services. If you have been impacted by these scams, it is likely the perpetrator will continue to make threats if you meet the first demand for money, and will eventually release the images (if they actually have any) when you stop cooperating. For this reason we do not recommend making any payments.', 'Instead, end the communication and block or restrict the suspect’s access to your social media accounts to whatever degree this is possible. Preserve any information about the suspect that you might have (messages, identifying information, images) in case you decide to file a police report. Report the suspect’s account to the site for inappropriate activity. Consider changing your profile name, photo and other public-facing information. If any images are posted, delete them or contact the site where they are posted to have them removed. You could also create a search engine alert to scan for any posted images so you can try to have them deleted.', 'The most difficult decision may be whether or not to warn your contacts the images might be posted. Asking your contacts to delete rather than review any images takes the suspect’s leverage away and helps reduce the element of surprise to others, but the idea of sending such a warning might be unbearably embarrassing and revealing. It’s more easily said than done, but it could help to take a long-run perspective – if the images are released you might be forced to deal with the immediate consequences, but in time the situation will run its course. Due to the immediate stress and anxiety this situation is likely to cause, please consider reaching out to a confidential resource for support and help in considering your options:', 'PATH to Care Center', 'https://sa.berkeley.edu/dean/confidential-care-advocate', '(510) 643-2005 for urgent support or (510) 642-1988 for routine appointments', 'Confidential support and assistance for those impacted by sexual violence and harassment', 'Counseling and Psychological Services (CAPS)', 'https://uhs.berkeley.edu/caps', '2222 Bancroft Way (Tang Center), (510) 642-9494', 'Confidential counseling for UC Berkeley students with academic, career and personal concerns', 'Be Well at Work – Employee Assistance Counseling', 'https://uhs.berkeley.edu/bewellatwork', '2222 Bancroft Way (Tang Center), Suite 3100, (510) 643-7754', 'Confidential counseling and referrals for UC Berkeley faculty and staff', 'Additional University resources available for assistance and questions include:', 'Gender Equity Resource Center (GenEq)', 'https://geneq.berkeley.edu', '202 Cesar Chavez Center, (510) 643-5727', 'Gender and sexuality resources, services, education & leadership', 'UC Berkeley Information Security and Policy', 'https://security.berkeley.edu', '(510) 664-9000', 'Data and systems privacy and security policies, advice and alerts', 'If you have concerns about possible identity theft:', 'US Federal Trade Commission (FTC)', ' – Identity theft reporting and recovery', 'https://www.identitytheft.gov/', 'California Office of the Attorney General', ' ', '(OAG)', ' – Privacy enforcement and protection', 'https://oag.ca.gov/privacy', 'To make a police report, contact your local law enforcement agency, or UCPD if the scam occurred on University property:', 'University Police (UCPD)', 'https://police.berkeley.edu', '1 Sproul Hall, (510) 642-6760 (in an emergency dial 911)', 'Criminal investigations and law enforcement']"
2018-11-17 08:18:00,Advisory,Timely Warning ,Entered: 8 months ago,/alert/6933332/,Robbery,Clark Kerr Campus Bldg 2 ,"2601 Warring St, Berkeley, CA 94720, USA","(37.8642149, -122.2488818)",UCPD Case # 18-03110,"[' ', 'On November 17', 'th', ' 2018, at approximately 12:53AM, a UC student was the victim of a strong arm robbery near Building 2 of Clark Kerr Campus (CKC). The victim was approached by two female suspects as the victim was approaching the west doors of Building 2. One of the suspects hit the victim over the head with an unknown blunt object and took her cell phone from her rear pants pocket. The two suspects got into an older model white Toyota Sienna mini-van, travelling west bound Parker from the CKC Horseshoe, then south bound on Piedmont Ave.', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 911 or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-16 03:33:00,Advisory,Community advisory ,"Entered: 8 months, 1 week ago",/alert/6932268/,Armed Robbery,2147 Parker St,"2147 Parker St, Berkeley, CA 94704, USA","(37.8625816, -122.2651006)",BPD Case #18-63994,"['City of Berkeley Police Department Jurisdiction', 'On November 15th at about 10:22 PM, an unknown affiliated person was the victim of a robbery via gun. The three male suspects stole the victim’s cell phone and fled northbound on foot Fulton St from Parker St.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-16 03:29:00,Advisory,Community advisory ,"Entered: 8 months, 1 week ago",/alert/6932260/,Armed Robbery,2306 Dwight Way,"2306 Dwight Way, Berkeley, CA 94704, USA","(37.8643917, -122.2626194)",BPD Case #18-63997,"['City of Berkeley Police Department Jurisdiction', 'On November 15', 'th', ' at about 10:27 PM, an unknown affiliated person was the victim of a robbery via threat of a gun. The two male and two female suspects stole the victim’s cell phone and fled westbound on Dwight Way.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-09 09:33:00,Advisory,Timely Warning - Mountain Lion Sighting ,"Entered: 8 months, 2 weeks ago",/alert/6915872/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['On Thursday, November 8, 2018 at approximately 6:32 PM, UCPD received a report of a mountain lion sighting at Lawrence Hall of Science (LHS) near the Lawrence Berkeley Lab (LBL) fence line. A couple was seated on a bench west of the Vista Lot of LHS whenthey spotted the mountain lion down the hill near the east fence line of LBL. The animal was on the LBL side of the fence. It looked toward the couple and walked away.', 'Deer are a major food source for mountain lions. In the past couple of years, several sightings of mountain lions have occurred in the hills above the Berkeley campus and carcasses of animals suspected to have been attacked by mountain lions were also discovered.', 'To reduce the chances of encountering a mountain lion:', 'Avoid hiking or jogging alone, especially between dusk and dawn, when lions normally do their hunting. Make plenty of noise while you hike so as to reduce the chances of surprising a lion.', ""Always keep children and pets in sight while hiking and within arm's reach in areas that can conceal a lion."", 'Hike with a good walking stick; this can be useful in warding off a lion.', 'To reduce the chances of an attack when encountering a mountain lion:', 'Do not approach a lion, especially if it is feeding or with its young. Most lions will avoid confrontation. Give them a way to escape.', 'If you encounter a mountain lion, do not run; instead, face the animal, make noise and try to look bigger by waving your arms; throw rocks or other objects. Pick up small children.', 'Fight back if attacked. Since a mountain lion usually tries to bite the head or neck, try to remain standing and face the attacking animal. People have successfully fought back with rocks, sticks, or bare hands.', 'If a mountain lion attacks a person, immediately call 911.']"
2018-11-02 12:54:00,Advisory,Timely Warning ,"Entered: 8 months, 3 weeks ago",/alert/6902308/,Strong-Arm Robbery,Durant Avenue at Bowditch Street,"Bowditch St & Durant Ave, Berkeley, CA 94704, USA","(37.868105, -122.2567088)",BPD Case # 18-61501,"['City of Berkeley Police Department Jurisdiction', 'On 11/2/18 at about 4:10 AM, a UC student was the victim of a strong-arm robbery near the intersection of Durant Avenue and Bowditch Street. Two male suspects stole the victim’s iPhone 7 and fled the area.', 'If you have any information about these crimes, please contact:', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'Dial 510-642-3333 or use a Blue Light emergency phone if you need help.', 'Thiscrimealerthas been released with the joi', 'nt cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-11-01 02:08:00,Advisory,Timely Warning ,"Entered: 8 months, 3 weeks ago",/alert/6900226/,Burglary, 18-02945 and #18-02948,"Berkeley, CA, USA","(37.8715226, -122.273042)",UCPD Case #,"['Energy Bio-Science Building (EBB) 2151 Berkeley Way West and Berkeley Way West Building 2121 Berkeley Way West', 'On October 31', 'st', ' 2018, between approximately 11:16am and 12:16pm there was a series of laptops stolen from two buildings located on University of California property (Energy Bio-Science building and Berkeley Way West building). No UC Berkeley affiliates were injured during the process of the burglaries. All laptops have since been recovered.', 'The pictured suspects are responsible for the burglaries. This is on ongoing investigation, if you can identify the suspects please contact the UC Berkeley Police Department.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Report any suspicious persons or behaviors to UCPD immediately. The following are examples of behaviors that could be considered suspicious:\t', 'A person or persons you, or the other employees, do not recognize going from office to office', 'A person or persons standing in a hallway for a long period of time', 'A person or persons waiting outside of the building near the time that the building will be closing', 'Familiarize your employees with your security systems and procedures.', 'Keep a record of all keys issued. Master keys and extra duplicates should be locked away for safekeeping.', 'Maintain an inventory of all office equipment; include the make, model and serial number of each item. Keep this inventory in a safe place. Keep it current by adding the identification numbers of all new equipment.', 'Please do not delay in calling 911. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.']"
2018-10-30 01:36:00,Advisory,Timely Warning ,"Entered: 8 months, 3 weeks ago",/alert/6895792/,COMMUNITY ADVISORY,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['You may be aware of the recent arrest in Florida of a suspect accused of mailing explosives to prominent elected officials and others. Additional investigation by the Federal Bureau of Investigation indicates the term “UC Berkeley Library” was used in an Internet search by the suspect.', 'There is no specific reason to believe any explosives have been sent to the University, but UCPD asks the community to stay vigilant and report any suspicious packages without delay. No specific persons affiliated with the University have been identified as possible recipients and the “library” was the only identified location.', 'UCPD recognized and prepared for this possibility when the incidents first gained national attention. Our explosive detection K-9s continue to make routine checks of incoming mail and the UCPD Bomb Squad is well prepared to respond if needed. We are making extra checks of library facilities to ensure public safety.', 'For guidance on how to identify suspicious packages, please review the following information provided by the FBI:', 'https://www.fbi.gov/file-repository/suspicious-package-indicators.pdf', 'To report any suspicious packages discovered on campus or other related concerns, please contact UCPD:', '510-642-6760 (24-hr, non-emergency)', 'IN AN EMERGENCY OR TO REPORT AN IN-PROGRESS CRIME,', 'DIAL 911', 'For additional information or questions, please contact the UCPD Criminal Investigations Bureau / Threat Management Unit at (510) 642-0472 or police@berkeley.edu.']"
2018-10-25 11:57:00,Advisory,community advisory  ,"Entered: 8 months, 4 weeks ago",/alert/6886466/,Armed Robbery,Shattuck Ave,"Shattuck Ave, Berkeley, CA, USA","(37.8637766, -122.2674013)",UCPD Case #18-02871,"['City of Berkeley Police Department Jurisdiction', 'On October 24', 'th', ', 2018 at 9am the victim was located on Shattuck Ave in the city of Berkeley. The exact location on Shattuck Ave is unknown. The victim reported a suspect pointed a black hand gun at him and took money out of his pocket. The victim reported the suspect shot the gun into the air while fleeing the scene. The victim is not a UC Berkeley student and was not injured during the incident.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-10-15 12:14:00,Advisory,Timely Warning ,"Entered: 9 months, 1 week ago",/alert/6867454/,Strong Arm Robbery,Southwest corner People’s Park,"People's Park, 2556 Haste St, Berkeley, CA 94704, USA","(37.8658134, -122.2570583)",UCPD Case # 18-02760,"['On 10-14-2018 at approximately 2140 hours, the victim was in Southwest People’s Park when she opened her purse to show some of her property. A female suspect walked up to the victim, punched her once in the face, then stole the victim’s purse. The female suspect fled north through the park. UCPD and BPD officers searched the area with negative results.', ' Suspect #1: Female, approximately 25-30 years old', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 911 or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2018-10-09 11:54:00,Advisory,Timely warning ,"Entered: 9 months, 2 weeks ago",/alert/6854942/,Sexual Assault,University Housing,"1040 University Ave, Berkeley, CA 94710, USA","(37.8686769, -122.2935344)",UCPD Case #18-02645,"['On October 5', 'th', ' at about 4:00am a sexual assault occurred inside of University Housing. The sexual assault was reported to UCPD through mandatory reporting. The survivor is a UC Berkeley student. No suspect information.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Rape and sexual assault are never the fault of the survivor. It is the behavior of the perpetrator that is wrong.', '80% of sexual assault and rapes are perpetrated by someone known to the survivor, and on college campuses 90% of survivors know their attacker.', 'Sexual assault and rape can happen to people in all contexts, including marriage, dating relationships, friendships, child-parent interactions, employer-attendant relationships and stranger interactions.', 'If you are the victim of a sexual assault and wish to file a police report do not shower or wash your clothing worn during the assault.', 'If you have been the victim of a violent crime the following resources are available to', 'you:', 'Office for the Prevention of Harassment and Discrimination (Title IX) – (510) 643-7985', 'PATH to Care Center - Confidential Care Advocate - (510) 643-2005', 'Tang Social Services (510) 642-6074', 'Bay Area Women Against Rape (BAWAR) - 24-hr line (510) 845-RAPE (7273)', 'The Survivor Support Website - http://survivorsupport.berkeley.edu/', 'Gender Equity Resource Center - (510) 643-5727', 'Employee Assistance – (510) - 643-7754', 'ASUC Student Advocate’s Office- (510) 642-6912', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
